dteday,hr,cnt,temp,weathersit
2011-07-16,21,252,0.7,1
2011-07-16,22,201,0.7,1
2011-07-16,23,168,0.68,1
2011-07-17,0,125,0.66,1
2011-07-17,1,102,0.64,1
2011-07-17,2,94,0.64,1
2011-07-17,3,47,0.64,1
2011-07-17,4,10,0.62,1
2011-07-17,5,12,0.64,1
2011-07-17,6,21,0.62,1
2011-07-17,7,50,0.64,1
2011-07-17,8,118,0.68,1
2011-07-17,9,184,0.72,1
2011-07-17,10,304,0.74,1
2011-07-17,11,391,0.76,1
2011-07-17,12,420,0.76,1
2011-07-17,13,472,0.8,1
2011-07-17,14,430,0.8,1
2011-07-17,15,324,0.82,1
2011-07-17,16,317,0.8,1
2011-07-17,17,369,0.8,1
2011-07-17,18,390,0.8,1
2011-07-17,19,379,0.76,1
2011-07-17,20,262,0.76,1
2011-07-17,21,207,0.74,1
2011-07-17,22,181,0.72,1
2011-07-17,23,93,0.7,1
2011-07-18,0,51,0.7,1
2011-07-18,1,25,0.7,1
2011-07-18,2,10,0.66,1
2011-07-18,3,7,0.66,1
2011-07-18,4,4,0.64,1
2011-07-18,5,17,0.64,1
2011-07-18,6,105,0.64,1
2011-07-18,7,277,0.68,1
2011-07-18,8,347,0.7,1
2011-07-18,9,203,0.74,1
2011-07-18,10,130,0.76,1
2011-07-18,11,141,0.8,1
2011-07-18,12,165,0.8,1
2011-07-18,13,152,0.82,1
2011-07-18,14,138,0.82,1
2011-07-18,15,164,0.84,1
2011-07-18,16,265,0.84,1
2011-07-18,17,545,0.84,1
2011-07-18,18,558,0.82,1
2011-07-18,19,398,0.8,1
2011-07-18,20,323,0.78,1
2011-07-18,21,202,0.74,1
2011-07-18,22,140,0.76,1
2011-07-18,23,91,0.74,1
2011-07-19,0,51,0.74,1
2011-07-19,1,13,0.74,2
2011-07-19,2,13,0.72,1
2011-07-19,3,3,0.72,1
2011-07-19,4,5,0.72,1
2011-07-19,5,19,0.7,2
2011-07-19,6,134,0.72,2
2011-07-19,7,315,0.74,2
2011-07-19,8,412,0.76,2
2011-07-19,9,199,0.8,2
2011-07-19,10,141,0.82,2
2011-07-19,11,127,0.82,1
2011-07-19,12,153,0.84,1
2011-07-19,13,172,0.86,1
2011-07-19,14,152,0.86,1
2011-07-19,15,158,0.88,1
2011-07-19,16,277,0.9,1
2011-07-19,17,513,0.8,1
2011-07-19,18,530,0.8,1
2011-07-19,19,388,0.76,1
2011-07-19,20,277,0.74,1
2011-07-19,21,241,0.74,1
2011-07-19,22,156,0.74,1
2011-07-19,23,92,0.72,3
2011-07-20,0,40,0.7,1
2011-07-20,1,11,0.7,1
2011-07-20,2,9,0.7,1
2011-07-20,3,6,0.7,1
2011-07-20,4,4,0.68,1
2011-07-20,5,23,0.68,1
2011-07-20,6,116,0.68,2
2011-07-20,7,303,0.7,2
2011-07-20,8,438,0.74,1
2011-07-20,9,209,0.74,1
2011-07-20,10,110,0.76,1
2011-07-20,11,142,0.8,1
2011-07-20,12,149,0.82,1
2011-07-20,13,120,0.84,1
2011-07-20,14,127,0.86,1
2011-07-20,15,138,0.86,1
2011-07-20,16,234,0.84,1
2011-07-20,17,455,0.84,1
2011-07-20,18,497,0.84,1
2011-07-20,19,382,0.82,1
2011-07-20,20,309,0.8,1
2011-07-20,21,242,0.8,1
2011-07-20,22,169,0.78,1
2011-07-20,23,99,0.76,1
2011-07-21,0,42,0.76,2
2011-07-21,1,21,0.74,2
2011-07-21,2,6,0.74,2
2011-07-21,3,6,0.74,2
2011-07-21,4,4,0.72,2
2011-07-21,5,18,0.72,2
2011-07-21,6,117,0.72,2
2011-07-21,7,274,0.74,2
2011-07-21,8,381,0.76,2
2011-07-21,9,200,0.8,2
2011-07-21,10,78,0.82,2
2011-07-21,11,106,0.86,2
2011-07-21,12,135,0.88,1
2011-07-21,13,102,0.88,1
2011-07-21,14,147,0.9,1
2011-07-21,15,133,0.9,1
2011-07-21,16,210,0.92,1
2011-07-21,17,414,0.92,1
2011-07-21,18,382,0.9,1
2011-07-21,19,284,0.86,1
2011-07-21,20,237,0.84,1
2011-07-21,21,225,0.82,1
2011-07-21,22,149,0.82,1
2011-07-21,23,113,0.8,1
2011-07-22,0,60,0.82,1
2011-07-22,1,24,0.8,1
2011-07-22,2,14,0.78,1
2011-07-22,3,7,0.78,1
2011-07-22,4,13,0.76,1
2011-07-22,5,19,0.74,1
2011-07-22,6,96,0.76,1
2011-07-22,7,252,0.8,2
2011-07-22,8,322,0.84,2
2011-07-22,9,208,0.86,1
2011-07-22,10,115,0.9,1
2011-07-22,11,109,0.9,1
2011-07-22,12,115,0.94,1
2011-07-22,13,123,0.94,1
2011-07-22,14,101,0.96,1
2011-07-22,15,133,0.94,1
2011-07-22,16,182,0.9,3
2011-07-22,17,306,0.88,1
2011-07-22,18,284,0.9,1
2011-07-22,19,250,0.86,2
2011-07-22,20,212,0.84,1
2011-07-22,21,190,0.82,1
2011-07-22,22,149,0.84,2
2011-07-22,23,103,0.8,1
2011-07-23,0,101,0.82,1
2011-07-23,1,70,0.82,1
2011-07-23,2,61,0.82,1
2011-07-23,3,22,0.78,1
2011-07-23,4,9,0.76,1
2011-07-23,5,7,0.76,1
2011-07-23,6,25,0.8,1
2011-07-23,7,45,0.8,1
2011-07-23,8,109,0.84,1
2011-07-23,9,132,0.84,1
2011-07-23,10,198,0.86,1
2011-07-23,11,216,0.9,1
2011-07-23,12,235,0.92,1
2011-07-23,13,245,0.94,1
2011-07-23,14,236,0.92,1
2011-07-23,15,215,0.94,1
2011-07-23,16,221,0.94,1
2011-07-23,17,197,0.94,1
2011-07-23,18,196,0.92,1
2011-07-23,19,217,0.82,2
2011-07-23,20,145,0.82,1
2011-07-23,21,154,0.82,1
2011-07-23,22,125,0.8,1
2011-07-23,23,104,0.8,1
2011-07-24,0,119,0.8,1
2011-07-24,1,96,0.78,1
2011-07-24,2,60,0.8,1
2011-07-24,3,37,0.8,1
2011-07-24,4,6,0.78,1
2011-07-24,5,8,0.78,1
2011-07-24,6,22,0.8,2
2011-07-24,7,35,0.8,1
2011-07-24,8,104,0.82,1
2011-07-24,9,154,0.82,1
2011-07-24,10,226,0.86,1
2011-07-24,11,243,0.84,1
2011-07-24,12,246,0.9,1
2011-07-24,13,252,0.86,1
2011-07-24,14,283,0.86,1
2011-07-24,15,238,0.9,1
2011-07-24,16,249,0.9,1
2011-07-24,17,249,0.9,1
2011-07-24,18,243,0.88,1
2011-07-24,19,240,0.86,1
2011-07-24,20,195,0.84,1
2011-07-24,21,153,0.8,1
2011-07-24,22,98,0.78,1
2011-07-24,23,50,0.76,2
2011-07-25,0,34,0.76,2
2011-07-25,1,12,0.76,2
2011-07-25,2,6,0.74,2
2011-07-25,3,4,0.74,1
2011-07-25,4,6,0.72,1
2011-07-25,5,24,0.72,1
2011-07-25,6,107,0.72,2
2011-07-25,7,277,0.74,2
2011-07-25,8,387,0.76,2
2011-07-25,9,135,0.8,1
2011-07-25,10,84,0.82,1
2011-07-25,11,107,0.84,2
2011-07-25,12,67,0.84,2
2011-07-25,13,78,0.74,2
2011-07-25,14,90,0.72,2
2011-07-25,15,112,0.7,1
2011-07-25,16,198,0.7,1
2011-07-25,17,485,0.72,1
2011-07-25,18,533,0.74,1
2011-07-25,19,386,0.74,1
2011-07-25,20,302,0.72,1
2011-07-25,21,194,0.7,1
2011-07-25,22,125,0.7,1
2011-07-25,23,87,0.7,1
2011-07-26,0,28,0.7,1
2011-07-26,1,12,0.7,1
2011-07-26,2,7,0.68,1
2011-07-26,3,4,0.68,1
2011-07-26,4,6,0.68,1
2011-07-26,5,27,0.66,1
2011-07-26,6,110,0.68,1
2011-07-26,7,318,0.72,1
2011-07-26,8,424,0.74,1
2011-07-26,9,187,0.76,1
2011-07-26,10,138,0.8,1
2011-07-26,11,151,0.82,1
2011-07-26,12,147,0.84,1
2011-07-26,13,182,0.84,1
2011-07-26,14,147,0.86,1
2011-07-26,15,163,0.88,1
2011-07-26,16,254,0.86,1
2011-07-26,17,537,0.86,1
2011-07-26,18,546,0.84,1
2011-07-26,19,398,0.82,1
2011-07-26,20,290,0.8,1
2011-07-26,21,267,0.78,1
2011-07-26,22,158,0.76,1
2011-07-26,23,89,0.76,1
2011-07-27,0,45,0.78,2
2011-07-27,1,10,0.78,1
2011-07-27,2,6,0.76,1
2011-07-27,3,4,0.72,1
2011-07-27,4,4,0.72,1
2011-07-27,5,18,0.7,1
2011-07-27,6,123,0.7,1
2011-07-27,7,347,0.72,1
2011-07-27,8,433,0.74,1
2011-07-27,9,216,0.76,1
2011-07-27,10,114,0.78,1
2011-07-27,11,136,0.8,1
2011-07-27,12,169,0.82,1
2011-07-27,13,180,0.84,1
2011-07-27,14,127,0.84,1
2011-07-27,15,140,0.86,1
2011-07-27,16,268,0.86,1
2011-07-27,17,572,0.84,1
2011-07-27,18,541,0.82,1
2011-07-27,19,375,0.8,1
2011-07-27,20,294,0.76,1
2011-07-27,21,245,0.74,1
2011-07-27,22,180,0.72,1
2011-07-27,23,109,0.74,1
2011-07-28,0,45,0.7,1
2011-07-28,1,29,0.72,1
2011-07-28,2,7,0.72,1
2011-07-28,3,5,0.72,1
2011-07-28,4,6,0.7,1
2011-07-28,5,27,0.7,1
2011-07-28,6,116,0.7,1
2011-07-28,7,305,0.72,1
2011-07-28,8,456,0.74,1
2011-07-28,9,210,0.78,1
2011-07-28,10,116,0.8,1
2011-07-28,11,154,0.84,1
2011-07-28,12,186,0.84,1
2011-07-28,13,152,0.86,1
2011-07-28,14,138,0.84,2
2011-07-28,15,146,0.86,1
2011-07-28,16,256,0.86,1
2011-07-28,17,468,0.84,1
2011-07-28,18,483,0.84,1
2011-07-28,19,322,0.82,1
2011-07-28,20,270,0.8,1
2011-07-28,21,196,0.78,1
2011-07-28,22,174,0.76,1
2011-07-28,23,123,0.76,1
2011-07-29,0,57,0.74,1
2011-07-29,1,34,0.74,1
2011-07-29,2,13,0.74,1
2011-07-29,3,11,0.74,1
2011-07-29,4,6,0.72,1
2011-07-29,5,27,0.72,1
2011-07-29,6,90,0.72,2
2011-07-29,7,254,0.74,2
2011-07-29,8,384,0.76,2
2011-07-29,9,179,0.86,1
2011-07-29,10,106,0.9,1
2011-07-29,11,161,0.92,1
2011-07-29,12,135,0.96,1
2011-07-29,13,156,0.94,1
2011-07-29,14,148,0.96,1
2011-07-29,15,169,0.96,1
2011-07-29,16,233,0.96,1
2011-07-29,17,421,0.96,1
2011-07-29,18,362,0.92,1
2011-07-29,19,241,0.9,1
2011-07-29,20,206,0.86,1
2011-07-29,21,163,0.82,1
2011-07-29,22,174,0.8,1
2011-07-29,23,116,0.78,1
2011-07-30,0,133,0.76,1
2011-07-30,1,90,0.76,1
2011-07-30,2,42,0.76,1
2011-07-30,3,43,0.74,1
2011-07-30,4,10,0.72,1
2011-07-30,5,13,0.72,1
2011-07-30,6,24,0.72,1
2011-07-30,7,42,0.76,1
2011-07-30,8,114,0.78,1
2011-07-30,9,174,0.82,1
2011-07-30,10,261,0.82,1
2011-07-30,11,317,0.84,1
2011-07-30,12,341,0.84,1
2011-07-30,13,308,0.88,1
2011-07-30,14,305,0.9,1
2011-07-30,15,302,0.9,1
2011-07-30,16,302,0.9,1
2011-07-30,17,302,0.9,1
2011-07-30,18,299,0.88,1
2011-07-30,19,256,0.74,1
2011-07-30,20,206,0.82,1
2011-07-30,21,205,0.8,1
2011-07-30,22,209,0.78,1
2011-07-30,23,177,0.76,1
2011-07-31,0,113,0.76,1
2011-07-31,1,79,0.74,1
2011-07-31,2,67,0.74,1
2011-07-31,3,50,0.74,1
2011-07-31,4,13,0.72,1
2011-07-31,5,8,0.72,1
2011-07-31,6,13,0.74,1
2011-07-31,7,45,0.74,1
2011-07-31,8,142,0.76,1
2011-07-31,9,183,0.8,1
2011-07-31,10,254,0.84,1
2011-07-31,11,275,0.86,1
2011-07-31,12,338,0.9,1
2011-07-31,13,294,0.9,1
2011-07-31,14,326,0.9,1
2011-07-31,15,293,0.92,1
2011-07-31,16,306,0.92,1
2011-07-31,17,320,0.92,1
2011-07-31,18,304,0.86,1
2011-07-31,19,274,0.8,1
2011-07-31,20,275,0.8,1
2011-07-31,21,164,0.78,1
2011-07-31,22,96,0.74,1
2011-07-31,23,70,0.74,1
2011-08-01,0,29,0.72,1
2011-08-01,1,17,0.72,1
2011-08-01,2,11,0.7,1
2011-08-01,3,4,0.7,1
2011-08-01,4,4,0.66,1
2011-08-01,5,26,0.66,1
2011-08-01,6,100,0.66,1
2011-08-01,7,282,0.74,1
2011-08-01,8,382,0.8,1
2011-08-01,9,166,0.82,1
2011-08-01,10,97,0.86,1
2011-08-01,11,119,0.88,1
2011-08-01,12,168,0.9,1
2011-08-01,13,150,0.9,1
2011-08-01,14,123,0.92,1
2011-08-01,15,129,0.9,1
2011-08-01,16,231,0.9,1
2011-08-01,17,514,0.76,1
2011-08-01,18,543,0.78,1
2011-08-01,19,413,0.74,1
2011-08-01,20,305,0.72,1
2011-08-01,21,220,0.7,1
2011-08-01,22,137,0.7,1
2011-08-01,23,96,0.68,1
2011-08-02,0,29,0.66,1
2011-08-02,1,12,0.66,1
2011-08-02,2,8,0.68,1
2011-08-02,3,5,0.66,1
2011-08-02,4,10,0.66,1
2011-08-02,5,21,0.66,1
2011-08-02,6,117,0.68,1
2011-08-02,7,335,0.72,1
2011-08-02,8,435,0.74,1
2011-08-02,9,213,0.78,1
2011-08-02,10,140,0.82,1
2011-08-02,11,128,0.84,1
2011-08-02,12,157,0.86,1
2011-08-02,13,203,0.86,1
2011-08-02,14,159,0.9,1
2011-08-02,15,168,0.9,1
2011-08-02,16,274,0.9,1
2011-08-02,17,556,0.9,2
2011-08-02,18,556,0.86,2
2011-08-02,19,454,0.86,2
2011-08-02,20,288,0.82,2
2011-08-02,21,254,0.8,1
2011-08-02,22,191,0.78,2
2011-08-02,23,132,0.8,2
2011-08-03,0,43,0.8,2
2011-08-03,1,16,0.78,2
2011-08-03,2,11,0.78,2
2011-08-03,3,4,0.76,2
2011-08-03,4,7,0.76,2
2011-08-03,5,24,0.76,2
2011-08-03,6,110,0.72,3
2011-08-03,7,271,0.74,2
2011-08-03,8,437,0.74,2
2011-08-03,9,195,0.74,2
2011-08-03,10,68,0.74,3
2011-08-03,11,122,0.74,2
2011-08-03,12,161,0.76,3
2011-08-03,13,144,0.76,2
2011-08-03,14,147,0.76,2
2011-08-03,15,118,0.7,2
2011-08-03,16,150,0.68,3
2011-08-03,17,425,0.7,2
2011-08-03,18,492,0.7,3
2011-08-03,19,321,0.7,3
2011-08-03,20,87,0.7,3
2011-08-03,21,88,0.68,2
2011-08-03,22,77,0.68,3
2011-08-03,23,56,0.68,2
2011-08-04,0,17,0.68,2
2011-08-04,1,17,0.66,2
2011-08-04,2,7,0.66,2
2011-08-04,3,3,0.66,3
2011-08-04,4,7,0.68,2
2011-08-04,5,20,0.68,2
2011-08-04,6,97,0.68,2
2011-08-04,7,282,0.68,2
2011-08-04,8,398,0.7,2
2011-08-04,9,187,0.72,1
2011-08-04,10,113,0.72,1
2011-08-04,11,149,0.74,2
2011-08-04,12,205,0.76,2
2011-08-04,13,205,0.76,1
2011-08-04,14,167,0.8,1
2011-08-04,15,165,0.8,1
2011-08-04,16,290,0.76,1
2011-08-04,17,555,0.76,1
2011-08-04,18,523,0.7,1
2011-08-04,19,366,0.7,1
2011-08-04,20,286,0.7,2
2011-08-04,21,211,0.7,2
2011-08-04,22,174,0.68,1
2011-08-04,23,132,0.66,1
2011-08-05,0,54,0.66,1
2011-08-05,1,19,0.64,1
2011-08-05,2,19,0.66,1
2011-08-05,3,6,0.64,1
2011-08-05,4,7,0.64,1
2011-08-05,5,16,0.64,1
2011-08-05,6,101,0.64,1
2011-08-05,7,270,0.66,1
2011-08-05,8,454,0.7,1
2011-08-05,9,226,0.72,1
2011-08-05,10,163,0.74,1
2011-08-05,11,147,0.76,2
2011-08-05,12,216,0.76,1
2011-08-05,13,204,0.78,1
2011-08-05,14,245,0.78,2
2011-08-05,15,210,0.76,1
2011-08-05,16,330,0.8,1
2011-08-05,17,550,0.78,1
2011-08-05,18,466,0.76,1
2011-08-05,19,372,0.74,1
2011-08-05,20,291,0.72,1
2011-08-05,21,173,0.7,1
2011-08-05,22,188,0.7,1
2011-08-05,23,139,0.68,1
2011-08-06,0,133,0.66,1
2011-08-06,1,67,0.66,1
2011-08-06,2,53,0.66,1
2011-08-06,3,42,0.66,2
2011-08-06,4,10,0.66,2
2011-08-06,5,6,0.64,1
2011-08-06,6,27,0.64,1
2011-08-06,7,63,0.68,1
2011-08-06,8,121,0.68,1
2011-08-06,9,215,0.74,1
2011-08-06,10,290,0.74,2
2011-08-06,11,349,0.78,1
2011-08-06,12,382,0.8,1
2011-08-06,13,441,0.8,2
2011-08-06,14,380,0.82,1
2011-08-06,15,362,0.84,2
2011-08-06,16,343,0.74,3
2011-08-06,17,149,0.74,3
2011-08-06,18,211,0.72,2
2011-08-06,19,171,0.72,3
2011-08-06,20,137,0.72,3
2011-08-06,21,114,0.7,2
2011-08-06,22,120,0.7,2
2011-08-06,23,108,0.7,3
2011-08-07,0,80,0.7,2
2011-08-07,1,73,0.7,2
2011-08-07,2,66,0.7,2
2011-08-07,3,32,0.7,2
2011-08-07,4,6,0.7,1
2011-08-07,5,5,0.7,1
2011-08-07,6,13,0.7,1
2011-08-07,7,39,0.7,1
2011-08-07,8,89,0.72,1
2011-08-07,9,184,0.76,1
2011-08-07,10,266,0.8,1
2011-08-07,11,269,0.82,1
2011-08-07,12,370,0.9,1
2011-08-07,13,324,0.9,1
2011-08-07,14,322,0.86,1
2011-08-07,15,326,0.72,3
2011-08-07,16,193,0.72,3
2011-08-07,17,194,0.74,3
2011-08-07,18,229,0.72,1
2011-08-07,19,228,0.72,1
2011-08-07,20,183,0.72,1
2011-08-07,21,136,0.72,1
2011-08-07,22,103,0.7,1
2011-08-07,23,55,0.7,1
2011-08-08,0,30,0.7,1
2011-08-08,1,12,0.68,1
2011-08-08,2,7,0.66,1
2011-08-08,3,1,0.66,1
2011-08-08,4,10,0.66,1
2011-08-08,5,15,0.7,1
2011-08-08,6,95,0.7,1
2011-08-08,7,267,0.72,1
2011-08-08,8,349,0.74,1
2011-08-08,9,183,0.76,1
2011-08-08,10,124,0.8,1
2011-08-08,11,179,0.82,1
2011-08-08,12,182,0.82,1
2011-08-08,13,151,0.84,1
2011-08-08,14,150,0.82,1
2011-08-08,15,126,0.84,1
2011-08-08,16,282,0.86,1
2011-08-08,17,527,0.86,1
2011-08-08,18,529,0.84,1
2011-08-08,19,416,0.82,1
2011-08-08,20,286,0.8,1
2011-08-08,21,186,0.76,1
2011-08-08,22,147,0.76,1
2011-08-08,23,72,0.74,1
2011-08-09,0,35,0.72,1
2011-08-09,1,14,0.72,1
2011-08-09,2,12,0.72,1
2011-08-09,3,3,0.72,1
2011-08-09,4,7,0.7,1
2011-08-09,5,30,0.7,1
2011-08-09,6,101,0.72,1
2011-08-09,7,343,0.72,1
2011-08-09,8,392,0.74,1
2011-08-09,9,175,0.78,2
2011-08-09,10,144,0.8,2
2011-08-09,11,149,0.8,1
2011-08-09,12,185,0.82,1
2011-08-09,13,175,0.84,1
2011-08-09,14,148,0.86,1
2011-08-09,15,164,0.86,1
2011-08-09,16,285,0.86,1
2011-08-09,17,532,0.8,1
2011-08-09,18,585,0.8,1
2011-08-09,19,371,0.8,1
2011-08-09,20,292,0.8,1
2011-08-09,21,230,0.78,1
2011-08-09,22,155,0.78,1
2011-08-09,23,75,0.76,1
2011-08-10,0,37,0.74,1
2011-08-10,1,17,0.72,1
2011-08-10,2,11,0.72,1
2011-08-10,3,4,0.7,1
2011-08-10,4,5,0.7,1
2011-08-10,5,32,0.68,1
2011-08-10,6,119,0.68,1
2011-08-10,7,305,0.7,1
2011-08-10,8,399,0.74,1
2011-08-10,9,180,0.76,1
2011-08-10,10,113,0.8,1
2011-08-10,11,149,0.8,1
2011-08-10,12,240,0.82,1
2011-08-10,13,191,0.82,1
2011-08-10,14,178,0.84,1
2011-08-10,15,194,0.86,1
2011-08-10,16,282,0.86,1
2011-08-10,17,584,0.84,1
2011-08-10,18,559,0.82,1
2011-08-10,19,413,0.8,1
2011-08-10,20,312,0.76,1
2011-08-10,21,209,0.76,1
2011-08-10,22,139,0.74,1
2011-08-10,23,108,0.74,1
2011-08-11,0,46,0.7,1
2011-08-11,1,26,0.7,1
2011-08-11,2,11,0.66,1
2011-08-11,3,9,0.64,1
2011-08-11,4,5,0.64,1
2011-08-11,5,25,0.64,1
2011-08-11,6,106,0.62,1
2011-08-11,7,307,0.66,1
2011-08-11,8,390,0.7,1
2011-08-11,9,197,0.72,1
2011-08-11,10,132,0.74,1
2011-08-11,11,187,0.76,1
2011-08-11,12,214,0.78,1
2011-08-11,13,217,0.76,1
2011-08-11,14,142,0.8,1
2011-08-11,15,178,0.8,1
2011-08-11,16,298,0.8,1
2011-08-11,17,582,0.8,1
2011-08-11,18,571,0.78,1
2011-08-11,19,371,0.74,1
2011-08-11,20,288,0.72,1
2011-08-11,21,206,0.7,1
2011-08-11,22,157,0.7,1
2011-08-11,23,127,0.66,1
2011-08-12,0,65,0.64,1
2011-08-12,1,23,0.64,1
2011-08-12,2,15,0.62,1
2011-08-12,3,9,0.62,1
2011-08-12,4,5,0.62,1
2011-08-12,5,26,0.6,1
2011-08-12,6,76,0.62,1
2011-08-12,7,264,0.64,1
2011-08-12,8,426,0.68,1
2011-08-12,9,205,0.72,1
2011-08-12,10,130,0.74,1
2011-08-12,11,156,0.76,1
2011-08-12,12,222,0.8,1
2011-08-12,13,253,0.78,1
2011-08-12,14,186,0.8,1
2011-08-12,15,249,0.8,1
2011-08-12,16,334,0.82,1
2011-08-12,17,516,0.82,1
2011-08-12,18,465,0.76,1
2011-08-12,19,385,0.74,1
2011-08-12,20,287,0.72,1
2011-08-12,21,226,0.7,1
2011-08-12,22,231,0.68,1
2011-08-12,23,151,0.68,1
2011-08-13,0,84,0.68,1
2011-08-13,1,77,0.68,2
2011-08-13,2,74,0.68,1
2011-08-13,3,27,0.66,1
2011-08-13,4,10,0.64,2
2011-08-13,5,18,0.64,1
2011-08-13,6,22,0.64,1
2011-08-13,7,44,0.66,2
2011-08-13,8,118,0.7,2
2011-08-13,9,208,0.7,2
2011-08-13,10,260,0.72,2
2011-08-13,11,314,0.74,2
2011-08-13,12,421,0.66,2
2011-08-13,13,153,0.74,2
2011-08-13,14,259,0.74,1
2011-08-13,15,358,0.68,3
2011-08-13,16,281,0.7,2
2011-08-13,17,269,0.72,2
2011-08-13,18,292,0.7,1
2011-08-13,19,237,0.68,2
2011-08-13,20,183,0.68,2
2011-08-13,21,167,0.68,2
2011-08-13,22,154,0.68,2
2011-08-13,23,120,0.66,2
2011-08-14,0,90,0.66,3
2011-08-14,1,73,0.64,3
2011-08-14,2,62,0.64,3
2011-08-14,3,27,0.64,2
2011-08-14,4,3,0.64,3
2011-08-14,5,10,0.64,2
2011-08-14,6,6,0.64,2
2011-08-14,7,24,0.66,2
2011-08-14,8,41,0.66,2
2011-08-14,9,103,0.66,3
2011-08-14,10,183,0.7,1
2011-08-14,11,198,0.7,1
2011-08-14,12,281,0.7,2
2011-08-14,13,377,0.72,1
2011-08-14,14,370,0.74,1
2011-08-14,15,331,0.74,1
2011-08-14,16,292,0.74,1
2011-08-14,17,329,0.76,1
2011-08-14,18,347,0.74,1
2011-08-14,19,259,0.72,1
2011-08-14,20,193,0.7,1
2011-08-14,21,155,0.6,3
2011-08-14,22,39,0.6,3
2011-08-14,23,27,0.6,3
2011-08-15,0,25,0.6,3
2011-08-15,1,10,0.6,2
2011-08-15,2,3,0.6,2
2011-08-15,3,7,0.6,1
2011-08-15,4,5,0.6,1
2011-08-15,5,17,0.6,2
2011-08-15,6,90,0.6,1
2011-08-15,7,258,0.6,1
2011-08-15,8,355,0.64,1
2011-08-15,9,222,0.64,1
2011-08-15,10,141,0.68,1
2011-08-15,11,153,0.72,2
2011-08-15,12,178,0.74,1
2011-08-15,13,193,0.78,1
2011-08-15,14,151,0.74,1
2011-08-15,15,182,0.74,3
2011-08-15,16,283,0.74,1
2011-08-15,17,530,0.74,1
2011-08-15,18,483,0.7,1
2011-08-15,19,397,0.7,1
2011-08-15,20,285,0.66,1
2011-08-15,21,184,0.66,1
2011-08-15,22,98,0.66,1
2011-08-15,23,88,0.64,1
2011-08-16,0,31,0.64,1
2011-08-16,1,16,0.64,1
2011-08-16,2,4,0.62,1
2011-08-16,3,6,0.62,1
2011-08-16,4,5,0.64,1
2011-08-16,5,30,0.62,1
2011-08-16,6,119,0.62,1
2011-08-16,7,346,0.64,1
2011-08-16,8,441,0.7,1
2011-08-16,9,198,0.68,1
2011-08-16,10,111,0.7,1
2011-08-16,11,150,0.74,1
2011-08-16,12,162,0.76,1
2011-08-16,13,192,0.76,1
2011-08-16,14,182,0.76,1
2011-08-16,15,159,0.8,1
2011-08-16,16,303,0.8,1
2011-08-16,17,600,0.76,1
2011-08-16,18,570,0.76,1
2011-08-16,19,376,0.74,1
2011-08-16,20,280,0.74,1
2011-08-16,21,215,0.72,1
2011-08-16,22,152,0.7,1
2011-08-16,23,77,0.66,1
2011-08-17,0,24,0.66,1
2011-08-17,1,14,0.64,1
2011-08-17,2,6,0.66,1
2011-08-17,3,5,0.64,1
2011-08-17,4,5,0.64,1
2011-08-17,5,28,0.64,1
2011-08-17,6,105,0.62,1
2011-08-17,7,308,0.66,1
2011-08-17,8,487,0.7,1
2011-08-17,9,209,0.74,1
2011-08-17,10,118,0.76,1
2011-08-17,11,128,0.78,1
2011-08-17,12,189,0.8,1
2011-08-17,13,176,0.8,1
2011-08-17,14,192,0.82,1
2011-08-17,15,159,0.8,1
2011-08-17,16,300,0.82,1
2011-08-17,17,552,0.8,1
2011-08-17,18,556,0.76,1
2011-08-17,19,347,0.76,1
2011-08-17,20,280,0.74,1
2011-08-17,21,230,0.72,1
2011-08-17,22,171,0.7,1
2011-08-17,23,105,0.7,1
2011-08-18,0,56,0.68,1
2011-08-18,1,24,0.66,2
2011-08-18,2,6,0.66,1
2011-08-18,3,6,0.66,1
2011-08-18,4,9,0.64,1
2011-08-18,5,27,0.64,1
2011-08-18,6,103,0.64,2
2011-08-18,7,308,0.64,1
2011-08-18,8,420,0.66,1
2011-08-18,9,228,0.72,1
2011-08-18,10,129,0.74,1
2011-08-18,11,141,0.76,1
2011-08-18,12,173,0.8,1
2011-08-18,13,187,0.8,1
2011-08-18,14,182,0.82,1
2011-08-18,15,174,0.8,1
2011-08-18,16,245,0.8,1
2011-08-18,17,409,0.8,3
2011-08-18,18,274,0.76,3
2011-08-18,19,141,0.66,1
2011-08-18,20,165,0.66,1
2011-08-18,21,149,0.68,2
2011-08-18,22,135,0.7,2
2011-08-18,23,114,0.7,2
2011-08-19,0,62,0.68,3
2011-08-19,1,20,0.64,3
2011-08-19,2,8,0.64,3
2011-08-19,3,3,0.64,1
2011-08-19,4,8,0.64,1
2011-08-19,5,17,0.64,1
2011-08-19,6,93,0.64,1
2011-08-19,7,263,0.66,2
2011-08-19,8,398,0.66,2
2011-08-19,9,218,0.7,1
2011-08-19,10,165,0.72,1
2011-08-19,11,165,0.72,2
2011-08-19,12,222,0.74,2
2011-08-19,13,232,0.76,2
2011-08-19,14,220,0.78,1
2011-08-19,15,222,0.8,1
2011-08-19,16,327,0.8,1
2011-08-19,17,527,0.76,1
2011-08-19,18,425,0.76,1
2011-08-19,19,165,0.62,3
2011-08-19,20,58,0.62,3
2011-08-19,21,107,0.62,1
2011-08-19,22,122,0.6,1
2011-08-19,23,106,0.6,2
2011-08-20,0,128,0.6,1
2011-08-20,1,47,0.62,1
2011-08-20,2,69,0.62,1
